SiteName,DateOfDataEntry,LotNumber,PlottedFindNumber,RawMaterial,SievedPlotted,LithicArtifactClass,CortexPercentage,Mass,MaxLength,MaxWidth,MaxThickness,cortex_mp,Notes,Layer,Age
HOR-1,1/3/2023,1056,266,CrystalQuartz,sieve,CompFlake,0,0.44,16.08,9.39,4.01,0,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,267,CrystalQuartz,sieve,CompFlake,0.05,0.47,13.9,12.67,2.93,0.05,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,268,CrystalQuartz,sieve,CompFlake,0.5,0.71,15.72,8.28,5.33,0.5,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,269,CrystalQuartz,sieve,CompFlake,0,0.43,12.78,9.82,3.22,0,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,270,CrystalQuartz,sieve,CompFlake,0,0.16,15.23,5.76,1.94,0,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,271,CrystalQuartz,sieve,CompFlake,0,0.51,15.18,12,2.99,0,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,272,CrystalQuartz,sieve,CompFlake,0.95,0.16,11.63,7.26,2.29,0.95,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,273,CrystalQuartz,sieve,CompFlake,0.05,0.95,11.93,11.46,6.06,0.05,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,274,CrystalQuartz,sieve,CompFlake,0.25,0.29,12.82,5.73,4.38,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,1/3/2023,1056,275,CrystalQuartz,sieve,CompFlake,0.75,0.87,13.03,10.94,5.5,0.75,,"~14,000-17,000",TerminalLGM
HOR-1,9/3/2023,1056,276,CrystalQuartz,sieve,CompFlake,0,1.95,14.13,13.67,11.42,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/3/2023,1056,277,CrystalQuartz,sieve,CompFlake,0,1.13,21.39,12.28,4.56,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/3/2023,1056,278,CrystalQuartz,sieve,CompFlake,0,0.44,11.53,14.98,3.12,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,279,CrystalQuartz,sieve,CompFlake,0,0.79,10.68,10.85,5.89,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,280,CrystalQuartz,sieve,CompFlake,1,0.79,13.87,13.11,5.62,1,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,281,CrystalQuartz,sieve,CompFlake,0.5,0.52,16.78,9.86,4.05,0.5,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,282,CrystalQuartz,sieve,CompFlake,0.25,0.19,14.34,6.7,3.09,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,283,CrystalQuartz,sieve,CompFlake,0.25,0.79,15.27,8.32,5.89,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,284,CrystalQuartz,sieve,CompFlake,0.25,0.55,15.51,7.81,4.36,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,285,CrystalQuartz,sieve,CompFlake,0,0.35,14.79,6.99,3.48,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,286,CrystalQuartz,sieve,CompFlake,0,0.51,19.7,9.87,3.78,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,287,CrystalQuartz,sieve,CompFlake,0,0.62,15.38,6.03,5.71,0,,"~14,000-17,000",TerminalLGM
HOR-1,10/3/2023,1056,288,CrystalQuartz,sieve,CompFlake,0.5,0.43,15.65,7.1,4.65,0.5,,"~14,000-17,000",TerminalLGM
HOR-1,21/03/23,1056,290,CrystalQuartz,sieve,CompFlake,0,0.21,12.88,7.09,2.25,0,,"~14,000-17,000",TerminalLGM
HOR-1,21/03/23,1056,291,CrystalQuartz,sieve,CompFlake,0,0.81,17.62,12.57,3.76,0,,"~14,000-17,000",TerminalLGM
HOR-1,21/03/23,1056,292,CrystalQuartz,sieve,CompFlake,0.05,0.43,8.7,15.72,3.48,0.05,,"~14,000-17,000",TerminalLGM
HOR-1,15/05/23,1755,293,CrystalQuartz,sieve,CompFlake,0,2.63,19.78,15.74,7.73,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1755,294,CrystalQuartz,sieve,CompFlake,0,0.98,17.21,13.53,3.67,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1755,295,CrystalQuartz,sieve,CompFlake,0,0.32,8.56,13.01,3.48,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1755,296,CrystalQuartz,sieve,CompFlake,0,0.23,11.41,7.74,2.37,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1755,297,CrystalQuartz,sieve,CompFlake,0.25,0.14,14.43,5.54,1.71,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1755,298,CrystalQuartz,sieve,CompFlake,0,0.48,13.99,10.24,3.89,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1755,299,CrystalQuartz,sieve,CompFlake,0,0.17,12.12,6.25,2.77,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1755,300,CrystalQuartz,sieve,CompFlake,0,0.17,15.1,6.02,2.26,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1755,301,CrystalQuartz,sieve,CompFlake,0,0.22,12.22,6.95,3.26,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,302,CrystalQuartz,sieve,CompFlake,0,0.19,12.79,8.54,1.59,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,303,CrystalQuartz,sieve,CompFlake,0,0.11,11.83,6.76,1.4,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,304,CrystalQuartz,sieve,CompFlake,25,0.78,15.37,10.17,4.98,25,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,305,CrystalQuartz,sieve,CompFlake,0,0.19,12.14,12.28,1.82,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,306,CrystalQuartz,sieve,CompFlake,0,0.64,10.32,14.39,5.29,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,307,CrystalQuartz,sieve,CompFlake,0,0.28,8.27,14.24,3.28,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,308,CrystalQuartz,sieve,CompFlake,0,3.67,21.05,16.39,8.11,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,309,CrystalQuartz,sieve,CompFlake,0,0.11,12.54,4.74,2.77,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,310,CrystalQuartz,sieve,CompFlake,0.05,0.61,10.44,8.99,6.83,0.05,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,311,CrystalQuartz,sieve,CompFlake,0.5,0.27,15.9,8.23,2.38,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1740,312,CrystalQuartz,sieve,CompFlake,0,0.45,11.39,9.59,3.83,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1738,313,CrystalQuartz,sieve,CompFlake,0.25,0.73,16.77,10.51,4.59,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1738,314,CrystalQuartz,sieve,CompFlake,1,0.33,12.14,9.8,2.76,1,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1738,315,CrystalQuartz,sieve,CompFlake,0,0.38,10.73,12.44,2.83,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1738,316,CrystalQuartz,sieve,CompFlake,0.25,1.56,15.26,16.8,7.28,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1738,317,CrystalQuartz,sieve,CompFlake,0,0.22,15.59,5.66,2.58,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1738,319,CrystalQuartz,sieve,CompFlake,0,0.56,14.41,8.1,5,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1738,320,CrystalQuartz,sieve,CompFlake,0,0.47,10.09,11.7,4.67,0,,"~14,000-18,000",TerminalLGM
HOR-1,15/05/23,1738,321,CrystalQuartz,sieve,CompFlake,0.25,0.74,8.5,12.05,6.71,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,21/03/23,1056,289,VeinQuartz,sieve,CompFlake,0,0.61,11.52,11.78,4.03,0,,"~14,000-17,000",TerminalLGM
HOR-1,15/05/23,1738,318,VeinQuartz,sieve,CompFlake,0.5,0.91,16.02,8.47,5.5,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,17/01/23,742,20313,CrystalQuartz,plottedfind,CompFlake,0,0.73,12.02,10.23,4.24,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,18/01/23,742,20316,CrystalQuartz,plottedfind,CompFlake,0,0.34,11.63,8.73,3.17,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20318,CrystalQuartz,plottedfind,CompFlake,0,1.18,14.72,15.57,5.77,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,17/01/23,742,20909,CrystalQuartz,plottedfind,CompFlake,0,0.74,15.91,12.81,4.26,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20915,CrystalQuartz,plottedfind,CompFlake,0,1.46,16.24,15.48,7.82,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,17/01/23,742,20917,CrystalQuartz,plottedfind,CompFlake,0,0.46,14.64,11.93,3.16,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,17/01/23,742,20920,CrystalQuartz,plottedfind,CompFlake,0.25,0.54,11.86,14.29,4.38,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,17/01/23,742,20921,CrystalQuartz,plottedfind,CompFlake,0.5,0.65,10.88,11.2,5.65,0.5,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20922,CrystalQuartz,plottedfind,CompFlake,0.25,5.02,30.3,18.67,10.57,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20925,CrystalQuartz,plottedfind,CompFlake,0,2.36,20.43,23.16,8.63,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,17/01/23,742,20926,CrystalQuartz,plottedfind,CompFlake,0,0.7,11.46,14.93,4.11,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,17/01/23,742,20982,CrystalQuartz,plottedfind,CompFlake,0.05,0.77,16.88,9.88,4.3,0.05,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20983,CrystalQuartz,plottedfind,CompFlake,0,0.87,8.85,17.45,4.92,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20985,CrystalQuartz,plottedfind,CompFlake,0.25,1.85,22.93,18.92,5.31,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20988,CrystalQuartz,plottedfind,CompFlake,0.05,0.47,16.61,8.12,4.2,0.05,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,757,22489,CrystalQuartz,plottedfind,CompFlake,0.25,2.4,23.54,13.91,8.06,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,757,22490,CrystalQuartz,plottedfind,CompFlake,0,3.2,21.76,12.63,12.42,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,757,22491,CrystalQuartz,plottedfind,CompFlake,0.5,5.48,24.52,17.19,11.37,0.5,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,757,22492,CrystalQuartz,plottedfind,CompFlake,0.25,3,28.48,14.91,9.63,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,757,22494,CrystalQuartz,plottedfind,CompFlake,0,7.88,19.37,36.38,10.73,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,881,23221,CrystalQuartz,plottedfind,CompFlake,0,0.94,19.15,11.73,4.58,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,18/01/23,881,23222,CrystalQuartz,plottedfind,CompFlake,0,1.85,20.55,19.62,4.54,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,778,23590,CrystalQuartz,plottedfind,CompFlake,0,0.71,14,7.21,6.47,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,778,23591,CrystalQuartz,plottedfind,CompFlake,0,2.32,27.01,13.21,7.87,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,18/01/23,881,23701,CrystalQuartz,plottedfind,RetouchedPiece,0.75,1.52,17.23,13.21,7.21,0.75,edge is naturally backed (no retouch scars),"~9,500-14,000",TerminalPleistocene
HOR-1,18/01/23,881,23702,CrystalQuartz,plottedfind,CompFlake,1,1.34,15.78,22.36,4.5,1,,"~9,500-14,000",TerminalPleistocene
HOR-1,18/01/23,881,23703,CrystalQuartz,plottedfind,CompFlake,0.25,23.4,43.67,46.91,10.18,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,881,23718,CrystalQuartz,plottedfind,CompFlake,0,1.13,17.19,13.38,4.86,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,18/01/23,881,23726,CrystalQuartz,plottedfind,CompFlake,0,8.08,28.17,21.89,14.23,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,18/01/23,881,23728,CrystalQuartz,plottedfind,CompFlake,0,1.65,14.47,17.42,7.18,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,778,24191,CrystalQuartz,plottedfind,CompFlake,0.75,1.16,13.36,10,6.34,0.75,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,778,24207,CrystalQuartz,plottedfind,CompFlake,0.25,3.13,21.73,18.3,8.22,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,778,24236,CrystalQuartz,plottedfind,CompFlake,0,1.32,16.13,12.76,5.87,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,778,24237,CrystalQuartz,plottedfind,CompFlake,0,0.44,15.61,15.26,3,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,778,24238,CrystalQuartz,plottedfind,CompFlake,0,0.58,15.65,10.83,3.74,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,25199,CrystalQuartz,plottedfind,CompFlake,0.75,1.45,20.35,13.41,4.97,0.75,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,25200,CrystalQuartz,plottedfind,CompFlake,0,0.85,16.13,8.16,5.67,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,25201,CrystalQuartz,plottedfind,CompFlake,0,3.96,20.83,20.64,8.87,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,25203,CrystalQuartz,plottedfind,CompFlake,0,3.99,16.94,17.75,11.18,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,25666,CrystalQuartz,plottedfind,CompFlake,0.05,4.32,39.21,19.01,6.24,0.05,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,25667,CrystalQuartz,plottedfind,CompFlake,0,2.26,20.3,22.91,4.55,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,15/01/23,1095,27038,CrystalQuartz,plottedfind,CompFlake,0,1.93,16.97,19.45,5.66,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,15/01/23,1095,27384,CrystalQuartz,plottedfind,CompFlake,0.25,2.33,19.41,14,11.16,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,27483,CrystalQuartz,plottedfind,CompFlake,0.25,3.72,15.03,17.07,14.09,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,12/1/2023,1086,27657,CrystalQuartz,plottedfind,CompFlake,0,2.28,20.03,19.33,5.93,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27658,CrystalQuartz,plottedfind,CompFlake,0,5.21,28.34,17.48,11.36,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27659,CrystalQuartz,plottedfind,CompFlake,0,2.59,20.54,21.34,7.12,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27664,CrystalQuartz,plottedfind,CompFlake,0,0.66,16.99,12.6,3.64,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27667,CrystalQuartz,plottedfind,CompFlake,0.25,1.31,22.5,22.57,2.94,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27668,CrystalQuartz,plottedfind,CompFlake,0,0.86,16.06,11.98,4.24,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27671,CrystalQuartz,plottedfind,CompFlake,0,1.7,23.83,12.86,7.62,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27675,CrystalQuartz,plottedfind,CompFlake,0.25,1.3,19.73,10.93,6.79,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,12/1/2023,1086,27677,CrystalQuartz,plottedfind,CompFlake,0,1.02,14.94,12.96,5.12,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27680,CrystalQuartz,plottedfind,CompFlake,0.25,2.32,34.75,7.28,10.92,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1095,27806,CrystalQuartz,plottedfind,CompFlake,0,3.02,19.13,16.61,9.32,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1095,27811,CrystalQuartz,plottedfind,CompFlake,0.25,3.11,21.98,18.77,8.08,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,15/01/23,1095,27822,CrystalQuartz,plottedfind,CompFlake,0.25,2.89,16.58,14.46,11.27,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27900,CrystalQuartz,plottedfind,CompFlake,0.25,2.8,24.14,15.74,7.09,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1095,27905,CrystalQuartz,plottedfind,CompFlake,0.05,17.12,37.06,43.36,10.94,0.05,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1095,27906,CrystalQuartz,plottedfind,CompFlake,0,4.71,18.92,33.15,7.43,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,15/01/23,1095,27943,CrystalQuartz,plottedfind,CompFlake,0,1.88,14.66,13.3,8.06,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,15/01/23,1095,27946,CrystalQuartz,plottedfind,CompFlake,0,2.81,26.8,19.63,6.51,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,28135,CrystalQuartz,plottedfind,CompFlake,0.25,7.72,19.48,29.34,11.21,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,28136,CrystalQuartz,plottedfind,CompFlake,0,1.23,20.78,12.5,4.01,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,28137,CrystalQuartz,plottedfind,CompFlake,0.25,1.6,21.78,14.09,4.63,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,28140,CrystalQuartz,plottedfind,CompFlake,0,1.8,18.09,14.6,7.07,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,28168,CrystalQuartz,plottedfind,CompFlake,0,10.53,39.39,19.53,11.47,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,28172,CrystalQuartz,plottedfind,CompFlake,0,3.36,25.83,17.25,6.04,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,28174,CrystalQuartz,plottedfind,CompFlake,0,5.35,20.88,26.37,10.35,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,28177,CrystalQuartz,plottedfind,CompFlake,0,2.13,24.63,12.61,6.03,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20912,VeinQuartz,plottedfind,CompFlake,0,4.95,27.05,29.19,9.18,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20914,VeinQuartz,plottedfind,CompFlake,0.5,3.17,23.18,17.42,8.03,0.5,,"~9,500-14,000",TerminalPleistocene
HOR-1,17/01/23,742,20919,VeinQuartz,plottedfind,CompFlake,0,1.17,13.75,6.5,9.37,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,16/01/23,742,20973,VeinQuartz,plottedfind,CompFlake,0,2.55,16,25.26,7.37,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,757,22488,VeinQuartz,plottedfind,CompFlake,0,1.89,24.22,12.41,7.86,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,778,24189,VeinQuartz,plottedfind,CompFlake,0,4.73,27.01,18.76,7.81,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,778,24190,VeinQuartz,plottedfind,CompFlake,0.25,10.86,41.79,22.6,11.67,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,25205,VeinQuartz,plottedfind,CompFlake,0.25,28.68,35.51,46.96,15.51,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,27487,VeinQuartz,plottedfind,CompFlake,0.75,7.28,27.76,18.32,11.86,0.75,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27663,VeinQuartz,plottedfind,CompFlake,1,4.4,17.91,24,8.93,1,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27670,VeinQuartz,plottedfind,CompFlake,0,1.72,12.26,19.29,7.34,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1086,27674,VeinQuartz,plottedfind,CompFlake,0,1.96,18.73,12.02,6.4,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,15/01/23,1095,27944,VeinQuartz,plottedfind,CompFlake,0.25,4.78,25.97,17.16,11.5,0.25,,"~9,500-14,000",TerminalPleistocene
HOR-1,13/01/23,1095,27947,VeinQuartz,plottedfind,CompFlake,0,1.81,25.59,19.94,2.83,0,,"~9,500-14,000",TerminalPleistocene
HOR-1,19/01/23,1104,29328,VeinQuartz,plottedfind,CompFlake,0,4.58,21.75,26.57,7.85,0,,"~9,500-14,000",TerminalPleistocene
